content,created_at,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
"Can I ask you a question… did you ever wonder who was responsible for those immaculate crowd vocals?

Question…? and Bejeweled instrumental versions available now at https://t.co/WdrCmvLHyA

@jackantonoff @rachelantonoff @dylanobrien @austinswift7 https://t.co/AB0CWjjHtr",Thu Oct 27 18:05:57 +0000 2022,2022-10-27 18:05:57+00:00,211881,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1585694218458120192/pu/img/5qBa4hMESNdkvTJW.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1585694218458120192/pu/vid/1280x720/Q3wLDn9N_Px36CyB.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1585694218458120192/pu/vid/640x360/AGxPSNtBWniyOAZk.mp4?tag=12', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1585694218458120192/pu/vid/480x270/f-HDtd_n62bUdroQ.mp4?tag=12', bitrate=256000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1585694218458120192/pu/pl/rbwF3NPi3LWLo_9a.m3u8?tag=12&container=fmp4', bitrate=None)], duration=6.405, type='video')]",['http://store.taylorswift.com'],5044,,4741,27733,,https://twitter.com/taylorswift13/status/1585694302134468667,1585694302134468667,1585694302134468667
"Love you guys so much. Stay sparkly out there. 😘

https://t.co/mHTC0J1j2E",Tue Oct 25 04:09:54 +0000 2022,2022-10-25 04:09:54+00:00,153035,,['http://taylor.lnk.to/bejeweledmusicvideo'],3545,,3077,27417,,https://twitter.com/taylorswift13/status/1584759130585436160,1584759130585436160,1584759122473668608
"Bejeweled video is out NOW! Directed by this tired tacky wench. Got to make this with my best friends @HAIMtheband, greatest of greats @LauraDern, icon of burlesque and glamour @DitaVonTeese, genius and actual dame @patmcgrathreal and my partner in Midnights mayhem @jackantonoff. https://t.co/RO8jA3csYW",Tue Oct 25 04:09:52 +0000 2022,2022-10-25 04:09:52+00:00,271590,"[Photo(previewUrl='https://pbs.twimg.com/media/Ff4yBOVWIAEnVOc?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ff4yBOVWIAEnVOc?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Ff4yBOTWQAAi7Oq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ff4yBOTWQAAi7Oq?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Ff4yBOWWIAIhvBT?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ff4yBOWWIAIhvBT?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Ff4yBOWWQAATeC4?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ff4yBOWWQAATeC4?format=jpg&name=large', type='photo')]",[],5011,,5279,57069,,https://twitter.com/taylorswift13/status/1584759122473668608,1584759122473668608,1584759122473668608
A photo of the exact moment we found out about this review 🥲 https://t.co/xWiwVVPU98 https://t.co/4svE0hewvY,Sat Oct 22 16:40:52 +0000 2022,2022-10-22 16:40:52+00:00,305169,"[Photo(previewUrl='https://pbs.twimg.com/media/FfsBJLKXwAERJ0P?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FfsBJLKXwAERJ0P?format=jpg&name=large', type='photo')]",['https://twitter.com/guardianculture/status/1583308232281714688'],3996,https://twitter.com/guardianculture/status/1583308232281714688,7809,39054,,https://twitter.com/taylorswift13/status/1583860953342709760,1583860953342709760,1583860953342709760
"How did I get this lucky, having you guys out here doing something this mind blowing?!  Like what even just happened??!?! https://t.co/7kDKDrBwiD",Fri Oct 21 22:16:58 +0000 2022,2022-10-21 22:16:58+00:00,687531,,['https://twitter.com/Spotify/status/1583582457810407425'],12783,https://twitter.com/Spotify/status/1583582457810407425,21228,100460,,https://twitter.com/taylorswift13/status/1583583146129227776,1583583146129227776,1583583146129227776
@JanetJackson I feel like I’m dreaming. I have so much love and gratitude for you and all you’ve done to inspire female artists everywhere 🥹🙏💗,Fri Oct 21 22:00:57 +0000 2022,2022-10-21 22:00:57+00:00,64097,,[],836,,849,7587,,https://twitter.com/taylorswift13/status/1583579116766302209,1583579116766302209,1583566316631625730
"with some help from the excellent @birbigs, @bejohnce, and @meellisday who fabulously portray… get ready for it… my grown sons and daughter in law? Anyway. Forever grateful to my incredible DP @The_RinaYang and our amazing crew. 🌌🤩",Fri Oct 21 12:07:23 +0000 2022,2022-10-21 12:07:23+00:00,84937,,[],170,,577,7357,,https://twitter.com/taylorswift13/status/1583429740773314560,1583429740773314560,1583429735480451072
"The Anti-Hero video is HERE, which I wrote and directed. Watch my nightmare scenarios and intrusive thoughts play out in real time

https://t.co/3ieastDifu https://t.co/h5mpzVLKDY",Fri Oct 21 12:07:22 +0000 2022,2022-10-21 12:07:22+00:00,371599,"[Photo(previewUrl='https://pbs.twimg.com/media/Ffl48z8WAAY8uXp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ffl48z8WAAY8uXp?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Ffl48z6XgAAztka?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ffl48z6XgAAztka?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Ffl48z9XkAcWe2F?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ffl48z9XkAcWe2F?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/Ffl48z9XwAAOXrE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Ffl48z9XwAAOXrE?format=jpg&name=large', type='photo')]",['https://taylor.lnk.to/antiheromusicvideo'],7913,,5483,74478,,https://twitter.com/taylorswift13/status/1583429735480451072,1583429735480451072,1583429735480451072
"I’m calling them 3am tracks. Lately I’ve been loving the feeling of sharing more of our creative process with you, like we do with From The Vault tracks. So it’s 3am and I’m giving them to you now. 🌌

https://t.co/jjqUNkGSme",Fri Oct 21 07:02:41 +0000 2022,2022-10-21 07:02:41+00:00,159122,,['https://taylor.lnk.to/taylorswiftmidnights'],6341,,2168,21635,,https://twitter.com/taylorswift13/status/1583353062197895168,1583353062197895168,1583353058305900544
"Surprise! I think of Midnights as a complete concept album, with those 13 songs forming a full picture of the intensities of that mystifying, mad hour. However! There were other songs we wrote on our journey to find that magic 13.

https://t.co/jjqUNkpPke https://t.co/LKI3GmpPRF",Fri Oct 21 07:02:41 +0000 2022,2022-10-21 07:02:41+00:00,417400,"[Photo(previewUrl='https://pbs.twimg.com/media/FfkzNqfXoAIY1uB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FfkzNqfXoAIY1uB?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FfkzNqLXgAIrPQ8?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FfkzNqLXgAIrPQ8?format=jpg&name=large', type='photo')]",['https://taylor.lnk.to/taylorswiftmidnights'],26383,,9275,89292,,https://twitter.com/taylorswift13/status/1583353058305900544,1583353058305900544,1583353058305900544
"Midnights is a collage of intensity, highs and lows and ebbs and flows. Life can be dark, starry, cloudy, terrifying, electrifying, hot, cold, romantic or lonely. Just like Midnights. Which is out now",Fri Oct 21 04:02:12 +0000 2022,2022-10-21 04:02:12+00:00,283790,,[],4777,,2292,57610,,https://twitter.com/taylorswift13/status/1583307638716055552,1583307638716055552,1583307631224987649
"this is our first album we’ve done with just the two of us as main collaborators. We were so lucky to also work with @sam_dew, @sounwave, Lana Del Rey, @Jahaansweet, @thekeanubeats, William Bowery, and @ZoeKravitz. @Sharp_Stick was our excellent engineer.",Fri Oct 21 04:02:11 +0000 2022,2022-10-21 04:02:11+00:00,188655,,[],969,,593,19793,,https://twitter.com/taylorswift13/status/1583307636576919553,1583307636576919553,1583307631224987649
"Midnights is a wild ride of an album and I couldn’t be happier that my co pilot on this adventure was @jackantonoff. He’s my friend for life (presumptuous I know but I stand by it) and we’ve been making music together for nearly a decade HOWEVER…

https://t.co/jjqUNkGSme https://t.co/v7LboJJ9Ik",Fri Oct 21 04:02:10 +0000 2022,2022-10-21 04:02:10+00:00,455472,"[Photo(previewUrl='https://pbs.twimg.com/media/FfkJ5dTXoAEIPUE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FfkJ5dTXoAEIPUE?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FfkJ5dSWAAETvUW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FfkJ5dSWAAETvUW?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FfkJ5dRWAAAGCE-?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FfkJ5dRWAAAGCE-?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FfkJ5dSXoAAaKlI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FfkJ5dSXoAAaKlI?format=jpg&name=large', type='photo')]",['https://taylor.lnk.to/taylorswiftmidnights'],7704,,9296,110161,,https://twitter.com/taylorswift13/status/1583307631224987649,1583307631224987649,1583307631224987649
"Here’s the teaser trailer for the videos I’ve made for Midnights 🌌 Thank you @amazonmusic for premiering this, the first video for Anti-Hero will be out tomorrow at 8am ET. And Midnights will be here SO SOON!!!
https://t.co/jjqUNkpPke https://t.co/xzmqXa5Cqy",Fri Oct 21 02:37:22 +0000 2022,2022-10-21 02:37:22+00:00,397741,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1583286205239681024/pu/img/PQMFJJpTFt0r3iTu.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1583286205239681024/pu/pl/-4EBLT-VBkY-d0n3.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1583286205239681024/pu/vid/1280x720/EvhaPsJIxkwY2-EK.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1583286205239681024/pu/vid/480x270/Ocg5iI403xJ-i5ym.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1583286205239681024/pu/vid/640x360/CAdmhEdMe7tCqnhq.mp4?tag=12', bitrate=832000)], duration=39.921, type='video')]",['https://taylor.lnk.to/taylorswiftmidnights'],30300,,14713,112844,,https://twitter.com/taylorswift13/status/1583286291516772352,1583286291516772352,1583286291516772352
Midnights teaser trailer tonight during the 3rd quarter of Thursday Night Football on @primevideo so … meet me there? https://t.co/hr8ii9Oinj,Thu Oct 20 13:13:24 +0000 2022,2022-10-20 13:13:24+00:00,256151,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1583083917678198784/pu/img/2O7KmzKc4O8eKP1L.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1583083917678198784/pu/vid/720x1280/OMFcW2DXmNKGbaDj.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1583083917678198784/pu/pl/xRgqjtdO1lQ4fPPH.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1583083917678198784/pu/vid/320x568/zk05PO-URvBmelv6.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1583083917678198784/pu/vid/480x852/Kv5Fiy911cYbqa-S.mp4?tag=12', bitrate=950000)], duration=20.466, type='video')]",[],11301,,7909,41767,,https://twitter.com/taylorswift13/status/1583083964931055616,1583083964931055616,1583083964931055616
"Our last midnight before Midnights… 🥹🌌

https://t.co/jjqUNkpPke https://t.co/d3geVkYUVp",Thu Oct 20 04:01:04 +0000 2022,2022-10-20 04:01:04+00:00,555680,"[Photo(previewUrl='https://pbs.twimg.com/media/FffADh8WYAA4u5z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FffADh8WYAA4u5z?format=jpg&name=large', type='photo')]",['https://taylor.lnk.to/taylorswiftmidnights'],18123,,13456,114646,,https://twitter.com/taylorswift13/status/1582944965470359552,1582944965470359552,1582944965470359552
"Midnights, the stories of 13 sleepless nights scattered throughout my life, will be out October 21. Meet me at midnight.

Pre-order now: https://t.co/jjqUNkphuG https://t.co/Fh96zK8vro",Mon Aug 29 04:01:08 +0000 2022,2022-08-29 04:01:08+00:00,1124468,"[Photo(previewUrl='https://pbs.twimg.com/media/FbTNZmuXoAA_tLA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbTNZmuXoAA_tLA?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FbTNZmrXgAI50LS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbTNZmrXgAI50LS?format=jpg&name=large', type='photo')]",['https://taylor.lnk.to/taylorswiftmidnights'],157505,,38223,354664,,https://twitter.com/taylorswift13/status/1564100815069106176,1564100815069106176,1564100815069106176
"I’m absolutely terrified that this is where we are - that after so many decades of people fighting for women’s rights to their own bodies, today’s decision has stripped us of that. https://t.co/mwK561oxxl",Fri Jun 24 17:14:02 +0000 2022,2022-06-24 17:14:02+00:00,827225,,['https://twitter.com/MichelleObama/status/1540345715616006148'],6798,https://twitter.com/MichelleObama/status/1540345715616006148,12691,139997,,https://twitter.com/taylorswift13/status/1540382753677627393,1540382753677627393,1540382753677627393
"I wrote this one alone in the middle of the night and then @AaronDessner and I meticulously worked on a sound that we felt would be authentic to the moment when this story takes place. I made a wish that one day you would hear it. ‘Carolina’ is out now 🥺 
https://t.co/2xqE0fEr10",Fri Jun 24 04:03:09 +0000 2022,2022-06-24 04:03:09+00:00,137124,,['http://taylor.lnk.to/Carolina'],2257,,2310,17893,,https://twitter.com/taylorswift13/status/1540183725027229703,1540183725027229703,1540183720845533185
"About a year &amp; half ago I wrote a song about the story of a girl who always lived on the outside, looking in. Figuratively &amp; literally. The juxtaposition of her loneliness &amp; independence. Her curiosity &amp; fear all tangled up. Her persisting gentleness &amp; the world’s betrayal of it. https://t.co/2o1z8Hrht6",Fri Jun 24 04:03:08 +0000 2022,2022-06-24 04:03:08+00:00,285830,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1540183648468623360/pu/img/xHEqJJY-HYNZqQTZ.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1540183648468623360/pu/pl/XAhkRL4YVksybb1p.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1540183648468623360/pu/vid/720x900/ws0ry_6WkiViLn12.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1540183648468623360/pu/vid/480x600/fZUWJfCuU9w5Y4jA.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1540183648468623360/pu/vid/320x400/htrxBOPku_lUvT2G.mp4?tag=12', bitrate=632000)], duration=44.419, type='video')]",[],11748,,10039,61655,,https://twitter.com/taylorswift13/status/1540183720845533185,1540183720845533185,1540183720845533185
"Filled with rage and grief, and so broken by the murders in Uvalde. By Buffalo, Laguna Woods and so many others. By the ways in which we, as a nation, have become conditioned to unfathomable and unbearable heartbreak. Steve’s words ring so true and cut so deep. https://t.co/Rb5uwSTxty",Wed May 25 02:58:56 +0000 2022,2022-05-25 02:58:56+00:00,373124,,['https://twitter.com/warriors/status/1529246789290934272'],2751,https://twitter.com/warriors/status/1529246789290934272,4441,51263,,https://twitter.com/taylorswift13/status/1529295926057123841,1529295926057123841,1529295926057123841
PS I wrote this tweet all by myself in case you were wondering 😑,Mon Jan 24 20:40:59 +0000 2022,2022-01-24 20:40:59+00:00,729788,,[],40336,,11727,81788,,https://twitter.com/taylorswift13/status/1485714267269738498,1485714267269738498,1485714265675812866
@DamonAlbarn I was such a big fan of yours until I saw this. I write ALL of my own songs. Your hot take is completely false and SO damaging. You don’t have to like my songs but it’s really fucked up to try and discredit my writing. WOW. https://t.co/t6GyXBU2Jd,Mon Jan 24 20:40:58 +0000 2022,2022-01-24 20:40:58+00:00,732288,,['https://twitter.com/latimes/status/1485693067684319234'],57145,https://twitter.com/latimes/status/1485693067684319234,21913,111165,,https://twitter.com/taylorswift13/status/1485714265675812866,1485714265675812866,1485714265675812866
"*don’t say it, don’t say it OKAY I’m saying it:* I’M FEELIN 32. And Alana is feeling 30. Don’t worry we tested everyone! Thank you so much for the birthday wishes, I love you all so much 🥰🥲🎂 https://t.co/X43eHWMlKJ",Mon Dec 13 21:31:35 +0000 2021,2021-12-13 21:31:35+00:00,620170,"[Photo(previewUrl='https://pbs.twimg.com/media/FGhKDt8WQAIDLNE?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGhKDt8WQAIDLNE?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FGhKDt6XoAc0ecK?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGhKDt6XoAc0ecK?format=jpg&name=large', type='photo')]",[],22758,,30779,98830,,https://twitter.com/taylorswift13/status/1470506710901084162,1470506710901084162,1470506710901084162
"NO PROBLEMS TODAY JUST CHAMPAGNE🥂 I wanted to share this video with you from when @aaron_dessner and I were doing our fittings for the video and there was a piano, so ofc this happened. SO stoked evermore has been honored like this. Congrats to all our fellow nominees #GRAMMYs https://t.co/e50IShhoe6",Tue Nov 23 22:45:00 +0000 2021,2021-11-23 22:45:00+00:00,411911,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1463277307431469060/pu/img/dGeRgTa94B8nbsMt.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1463277307431469060/pu/vid/480x852/YKahGMoqA-qrce_s.mp4?tag=12', bitrate=950000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1463277307431469060/pu/pl/hvuhYvg5IWDriftN.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1463277307431469060/pu/vid/720x1280/7vcwLOcd3WrTz_Up.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1463277307431469060/pu/vid/320x568/vr8r2S9yoJK1gs-e.mp4?tag=12', bitrate=632000)], duration=66.85, type='video')]",[],24012,,13482,82247,,https://twitter.com/taylorswift13/status/1463277431700262915,1463277431700262915,1463277431700262915
"THANK YOU to the team that made All Too Well (the 10 min): The ultimate craftsman of songs that sound epic @jackantonoff, bad ass @Sharp_Stick, @rowedizzle and @lizrose06! Love you all. ♥️",Mon Nov 22 22:20:14 +0000 2021,2021-11-22 22:20:14+00:00,171316,,[],389,,1207,13359,,https://twitter.com/taylorswift13/status/1462908811107307533,1462908811107307533,1462908807034679303
I’m so proud of this song and the memories I have with you guys because of it. You truly chose this one and now you did THIS?! I’m floored. A ten minute song is at the top of the Hot 100.🤯,Mon Nov 22 22:20:14 +0000 2021,2021-11-22 22:20:14+00:00,233028,,[],3430,,2705,21625,,https://twitter.com/taylorswift13/status/1462908809542787072,1462908809542787072,1462908807034679303
*FERAL SCREECH* https://t.co/YYhcecLUfm,Mon Nov 22 22:20:13 +0000 2021,2021-11-22 22:20:13+00:00,365092,,['https://twitter.com/billboardcharts/status/1462859512570863621'],3944,https://twitter.com/billboardcharts/status/1462859512570863621,6963,42712,,https://twitter.com/taylorswift13/status/1462908807034679303,1462908807034679303,1462908807034679303
"Carole, you and your music mean more to me than I could ever sum up in a speech or a performance. But I TRIED. #RockHall2021 tomorrow at 8pm ET  

📷: @GettyImages https://t.co/XcllXMJAjt",Fri Nov 19 16:27:34 +0000 2021,2021-11-19 16:27:34+00:00,235053,"[Photo(previewUrl='https://pbs.twimg.com/media/FEkeUWxXsA8GWUJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FEkeUWxXsA8GWUJ?format=jpg&name=large', type='photo'), Photo(previewUrl='https://pbs.twimg.com/media/FEkeUWwXwBEBW7y?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FEkeUWwXwBEBW7y?format=jpg&name=large', type='photo')]",[],1843,,4935,24115,,https://twitter.com/taylorswift13/status/1461732893852590087,1461732893852590087,1461732893852590087
